Y,tid,age25_250,age25_onegrid,age25_threegrid,age25_twogrid,age35_250,age35_onegrid,age35_threegrid,age35_twogrid,atmj1000,atmj1500,atmj250,atmj500,atmj750,local_250,local_onegrid,local_threegrid,local_twogrid,non_local_250,non_local_onegrid,non_local_threegrid,non_local_twogrid,people_250,people_onegrid,people_threegrid,people_twogrid,rich1_250,rich1_onegrid,rich1_threegrid,rich1_twogrid,路网可达性,网吧j1000,网吧j1500,网吧j250,网吧j500,网吧j750,医院j1000,医院j1500,医院j250,医院j500,医院j750,娱乐场所j1000,娱乐场所j1500,娱乐场所j250,娱乐场所j500,娱乐场所j750,住宅区j1000,住宅区j1500,住宅区j250,住宅区j500,住宅区j750
3.080845453,8812,0.157790927,0.105995517,0.202551498,0.175521735,0.171597633,0.071722077,0.124789326,0.106655731,28,54,0,5,16,0.599605523,0.655771386,0.610416667,0.649169173,0.293885602,0.258685095,0.35133427,0.30963881,507,10708,42720,32919,0,0,0,0,19.96173363,10,14,3,5,8,12,22,0,0,4,27,40,3,10,19,118,231,13,39,61
3.425734257,8813,0.168604651,0.113513936,0.210706367,0.173263785,0.136627907,0.082051682,0.12856087,0.10438152,33,50,3,7,15,0.649224806,0.67858537,0.611466582,0.65076006,0.283914729,0.245920837,0.350733819,0.30661699,1032,12809,47355,33550,0,0,8.45E-05,0.000119225,19.04733589,11,17,5,7,9,16,21,0,1,10,28,49,7,13,22,142,229,19,38,73
3.582682827,8814,0.240549828,0.177507555,0.203343701,0.181455526,0.145475372,0.119369693,0.130044201,0.115956873,33,52,6,11,17,0.688430699,0.67146352,0.611831874,0.646792453,0.278350515,0.285005037,0.350986331,0.314851752,873,13898,48868,37100,0,0,8.19E-05,0.000107817,18.25242729,11,17,3,9,10,18,23,1,7,10,27,49,8,19,22,146,220,18,41,95
3.557346701,8815,0.375518672,0.260411398,0.223685616,0.217623531,0.191908714,0.175939976,0.142829175,0.146920726,29,58,11,14,24,0.604771784,0.616928005,0.619389172,0.651852036,0.360995851,0.36047884,0.343875699,0.318709165,964,11862,56186,40253,0,0,7.12E-05,9.94E-05,18.26128281,11,17,3,6,10,17,27,2,9,12,25,50,12,16,21,129,210,15,60,103
3.299702979,8816,0.259455873,0.3113769,0.233949864,0.293363524,0.240212342,0.203212573,0.160229086,0.193833039,28,52,11,17,23,0.648971466,0.603570809,0.625030514,0.59658353,0.339084273,0.369272549,0.343948925,0.374812694,1507,17307,53255,30031,0,0,7.51E-05,0.000133196,19.20772926,11,16,1,6,8,16,30,3,10,11,24,45,6,16,20,121,201,33,60,96
2.783724361,8817,0.334943417,0.318305673,0.290898366,0.312137223,0.215015181,0.223866733,0.19231657,0.204159845,26,51,6,14,23,0.62558653,0.596668318,0.586951504,0.575271618,0.337979575,0.376021798,0.380837586,0.393883018,7246,16148,38993,26876,0,0,0.000102583,0.000148832,20.01301025,8,17,0,3,8,16,31,3,9,11,20,48,5,11,19,111,208,34,45,84
2.207037184,8818,0.340375587,0.341149662,0.310493808,0.318243001,0.270422535,0.222067039,0.200079107,0.211010409,26,48,4,7,19,0.584976526,0.586518671,0.563300575,0.560436109,0.384507042,0.380035284,0.403748441,0.408515793,2130,13604,32867,22288,0,0,0.000121703,0,20.90831932,8,20,0,0,4,13,32,2,3,10,20,56,2,6,12,97,201,28,36,72
1.797450704,8819,0.294117647,0.348264873,0.316322328,0.338337182,0.152661064,0.230347025,0.200116686,0.208849465,29,59,3,5,10,0.385154062,0.500354108,0.549282724,0.547973966,0.584033613,0.466359773,0.416638067,0.416281755,714,5648,29138,19052,0,0,0,0,21.65735588,6,19,0,0,2,13,33,1,2,5,17,63,2,2,8,94,210,3,36,48
1.736157261,8820,0.436,0.358942688,0.311456713,0.293496095,0.132,0.171195652,0.183238293,0.172934305,19,58,0,3,12,0.288,0.412796443,0.57815794,0.562184157,0.668,0.559535573,0.388249525,0.406379209,250,4048,28935,15237,0,0,0,0,22.40368446,5,19,0,0,1,8,29,0,2,4,26,68,1,2,4,84,198,4,9,55
2.060617333,8821,0.348663102,0.254454425,0.245117348,0.230906845,0.155080214,0.129141511,0.151704141,0.14035013,21,60,0,6,10,0.395721925,0.593874245,0.565840582,0.579716318,0.577540107,0.38256516,0.406094425,0.393704477,935,6791,36558,23477,0,0,0,0,23.42112778,8,16,0,0,3,7,25,1,1,5,33,62,0,2,19,87,194,6,21,37
2.560306873,8822,0.126236458,0.206381296,0.265523609,0.264771808,0.104097975,0.11619935,0.161769102,0.163327556,18,56,6,7,15,0.791804051,0.660806891,0.482774993,0.490121317,0.192651908,0.321086402,0.492622879,0.48751011,2123,11377,56865,43275,0,0,7.03E-05,9.24E-05,23.76559418,8,12,0,3,6,6,14,1,2,5,34,54,0,16,30,71,187,20,30,45
3.031426196,8823,0.113122172,0.241855134,0.274592646,0.268744787,0.067370538,0.146938236,0.16870282,0.169495413,17,51,7,10,15,0.810457516,0.56253582,0.444300001,0.481380317,0.186023127,0.418330909,0.531236612,0.496455379,1989,22683,67693,47960,0,0.000176344,5.91E-05,8.34E-05,23.18088455,8,11,2,5,6,5,13,1,5,5,38,49,12,25,29,74,188,21,39,50
3.424577088,8824,0.248014661,0.258078688,0.276969365,0.270387365,0.095296274,0.15918188,0.172716083,0.174284645,22,57,8,11,15,0.546731827,0.514790589,0.44005744,0.470607928,0.402565669,0.46514693,0.534395514,0.505622403,1637,20486,73120,50779,0,0.000195255,5.47E-05,7.88E-05,22.12935173,8,11,2,6,6,5,15,0,5,5,39,53,12,28,31,86,169,26,40,52
3.872257583,8825,0.357027464,0.297565089,0.275777117,0.277854026,0.140549273,0.183514283,0.173476394,0.179957802,25,54,1,11,21,0.462035541,0.429008116,0.439183641,0.443001413,0.515347334,0.545483293,0.533770412,0.529385255,619,18974,74281,48817,0,0.000210815,5.38E-05,8.19E-05,19.17197815,8,13,2,6,6,7,15,0,2,5,40,55,10,28,33,95,199,16,40,50
4.362942648,8826,0.330202312,0.304259863,0.286036526,0.311585807,0.180635838,0.187254131,0.178810197,0.193603669,31,65,1,7,23,0.445086705,0.402270428,0.423891184,0.409678977,0.51300578,0.547712712,0.548184585,0.560463432,1384,8897,73592,41430,0,0,5.44E-05,9.65E-05,17.68667427,7,13,0,4,6,10,16,0,1,5,41,55,3,20,34,95,214,8,27,60
4.821730762,8827,0.358024691,0.322278454,0.319189772,0.333179993,0.193415638,0.192419511,0.192135651,0.199105052,30,64,5,8,16,0.641975309,0.422849144,0.400593236,0.442539311,0.312757202,0.526327124,0.570030455,0.519362663,243,9287,63044,23912,0,0,6.34E-05,0,17.69210646,7,13,0,1,6,11,15,0,2,5,41,55,3,9,30,114,233,13,26,59
5.265653043,8828,0.356828194,0.356484681,0.323834521,0.361478445,0.218795888,0.193618982,0.186494545,0.198327162,23,59,5,13,15,0.521292217,0.48064962,0.462120806,0.468526845,0.462555066,0.470398526,0.504722624,0.496264216,681,8682,56007,30248,0,0,7.14E-05,0.00013224,17.78708894,7,12,0,0,3,9,16,1,3,7,34,54,4,7,17,106,221,12,33,72
5.739761754,8829,0.423357664,0.391193182,0.321248661,0.35131917,0.220194647,0.213565341,0.182202213,0.194178104,21,49,10,14,14,0.517639903,0.488849432,0.524513109,0.510058282,0.45377129,0.4796875,0.439074214,0.453155355,1644,14080,50422,31914,0,0.000284091,7.93E-05,0.000125337,18.43645401,4,10,0,1,1,8,14,1,4,6,20,50,1,10,11,107,211,21,50,74
0,8880,0.156626506,0.156626506,0.156626506,0.156626506,0.084337349,0.084337349,0.084337349,0.084337349,2,5,0,0,0,0.361445783,0.361445783,0.361445783,0.361445783,0.518072289,0.518072289,0.518072289,0.518072289,83,747,4067,2075,0,0,0,0,45.95415878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,8881,0.169491525,0.275334608,0.169491525,0.169491525,0.271186441,0.122370937,0.271186441,0.271186441,4,5,0,0,0,0.271186441,0.332695985,0.271186441,0.271186441,0.728813559,0.59082218,0.728813559,0.728813559,59,523,2891,1475,0,0,0,0,46.34459167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,8882,0.5,0.297906602,0.5,0.187393526,0,0.123993559,0,0.096617182,4,5,0,0,2,0.5,0.354267311,0.5,0.396690192,0.5,0.615136876,0.5,0.515940618,20,621,980,4109,0,0,0,0,45.65724686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
0,8883,0.25,0.309677419,0.198519041,0.192702123,0.134615385,0.095483871,0.115832158,0.100166945,4,5,0,0,2,0.442307692,0.376774194,0.3674189,0.388027665,0.5,0.593548387,0.55377292,0.530407823,52,775,5672,4193,0,0,0,0,43.9439949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
0,8884,0.734693878,0.293772033,0.202857647,0.195383151,0,0.109283196,0.114129476,0.095668729,4,7,0,0,2,0.265306122,0.324324324,0.362674193,0.38933841,0.734693878,0.652173913,0.565002646,0.52617801,49,851,5669,4202,0,0,0,0,43.17089447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
0,8885,0,0.284379172,0.210338043,0.19784525,0.351351351,0.11481976,0.11661599,0.101371205,4,7,0,0,0,0.189189189,0.293724967,0.369701306,0.391772772,0.621621622,0.666221629,0.558218566,0.52546523,37,749,5591,4084,0,0,0,0,43.30507233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
0,8886,0.1875,0.295597484,0.214128035,0.186730123,0.1875,0.150943396,0.118653422,0.1075028,2,6,0,0,0,0.1875,0.241090147,0.361479029,0.397816349,0.8125,0.704402516,0.565673289,0.509518477,16,477,5436,3572,0,0,0,0,42.42636719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,8887,0.15,0.313793103,0.205449827,0.314861461,0.5,0.213793103,0.120025952,0.168765743,0,6,0,0,0,0.35,0.286206897,0.365916955,0.318639798,0.5,0.65862069,0.549956747,0.637279597,20,290,4624,794,0,0,0,0,40.93424362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,8888,0.15,0.355932203,0.304670126,0.323809524,0.5,0.305084746,0.148999259,0.180952381,0,4,0,0,0,0.35,0.338983051,0.28613788,0.373333333,0.65,0.610169492,0.673832468,0.579047619,20,118,1349,525,0,0,0,0,41.10964188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,8889,0,0.253333333,0.328431373,0.376436782,0,0.306666667,0.148039216,0.227011494,0,4,0,0,0,0.5,0.44,0.306862745,0.433908046,0.5,0.52,0.65,0.531609195,6,75,1020,348,0,0,0,0,43.41053146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,8892,0,0.569230769,0.409638554,0.418181818,0,0.092307692,0.138554217,0.157575758,0,0,0,0,0,1,0.507692308,0.307228916,0.333333333,0,0.492307692,0.665662651,0.648484848,3,65,332,165,0,0,0,0,45.42070953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,8894,0,0.725,0.417241379,0.462184874,0,0,0.151724138,0.100840336,0,0,0,0,0,0.5,0.475,0.351724138,0.344537815,0.5,0.525,0.586206897,0.605042017,6,40,290,119,0,0,0,0,43.1226947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8895,0.5,0.461538462,0.391691395,0.4,0,0,0.109792285,0.081081081,0,0,0,0,0,0.5,0.384615385,0.296735905,0.297297297,0.5,0.538461538,0.640949555,0.637837838,6,39,337,185,0,0,0,0,43.1259227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8896,0,0.328125,0.38028169,0.328358209,0,0.09375,0.152112676,0.139303483,0,0,0,0,0,0.333333333,0.40625,0.270422535,0.253731343,0.333333333,0.546875,0.653521127,0.671641791,9,64,355,201,0,0,0,0,41.86288239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,8897,0.214285714,0.24,0.340482574,0.322580645,0.214285714,0.213333333,0.144772118,0.129032258,0,0,0,0,0,0.5,0.306666667,0.257372654,0.267281106,0.5,0.653333333,0.670241287,0.66359447,14,75,373,217,0,0,0,0,39.76208817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,8898,0,0.274725275,0.306930693,0.291338583,0.428571429,0.208791209,0.165841584,0.149606299,0,0,0,0,0,0,0.296703297,0.247524752,0.216535433,1,0.703296703,0.678217822,0.712598425,7,91,404,254,0,0,0,0,37.04217026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,8899,0.5,0.23655914,0.353142857,0.384885764,0,0.215053763,0.133714286,0.119507909,0,0,0,0,0,0.5,0.172043011,0.265142857,0.202108963,0.5,0.795698925,0.658285714,0.741652021,14,93,875,569,0,0,0,0,34.75692764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,8900,0.3,0.338582677,0.371108344,0.337349398,0,0.102362205,0.174346202,0.149096386,0,0,0,0,0,0,0.236220472,0.376712329,0.221385542,1,0.68503937,0.556662516,0.709337349,10,127,1606,664,0,0,0,0,32.61255585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,8901,0.259259259,0.359281437,0.350986501,0.310077519,0.111111111,0.179640719,0.186915888,0.149501661,0,0,0,0,0,0.37037037,0.215568862,0.3701973,0.265780731,0.37037037,0.724550898,0.55815161,0.660022148,27,167,1926,903,0,0,0,0,29.53744133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,8902,0.625,0.306122449,0.342596613,0.306347746,0,0.19047619,0.180633956,0.16099356,0,0,0,0,0,0.1875,0.360544218,0.354754668,0.264029439,0.8125,0.557823129,0.569691706,0.650413983,16,294,2303,1087,0,0,0,0,26.96098831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,8903,0.285714286,0.315028902,0.301875,0.304886944,0.232142857,0.199421965,0.164375,0.153172867,0,0,0,0,0,0.410714286,0.306358382,0.348125,0.279358133,0.535714286,0.615606936,0.54125,0.636761488,56,346,3200,1371,0,0,0,0,26.0815834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8904,0.869565217,0.308219178,0.298165138,0.258131131,0.130434783,0.159817352,0.147271849,0.134228188,0,0,0,0,0,0,0.301369863,0.340656688,0.307692308,1,0.605022831,0.530661516,0.549819308,23,438,4142,1937,0,0,0,0,25.86729279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8905,0.379310345,0.331529093,0.28383259,0.276934469,0.137931034,0.132611637,0.148289781,0.117363939,0,1,0,0,0,0.137931034,0.265223275,0.332271086,0.30211033,0.862068966,0.618403248,0.536010198,0.561643836,29,739,4707,2701,0,0,0,0,25.63994026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8906,0.336734694,0.299651568,0.270229008,0.281388013,0.142857143,0.112195122,0.134923664,0.10851735,0,1,0,0,0,0.142857143,0.289198606,0.282442748,0.301577287,0.816326531,0.589547038,0.583778626,0.556782334,98,1435,5240,3170,0,0,0,0,25.40357903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005960357,8907,0.413385827,0.286720867,0.26743337,0.276193166,0.098425197,0.105149051,0.138371668,0.117763344,1,3,0,0,0,0.271653543,0.302439024,0.286966046,0.312905959,0.657480315,0.567479675,0.577217963,0.547303022,254,1845,5478,3541,0,0,0,0,25.92100845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
0.045763995,8908,0.338541667,0.27765237,0.271091703,0.283378747,0.09375,0.116252822,0.131179039,0.116076294,1,3,0,0,1,0.359375,0.312641084,0.305152838,0.33106267,0.489583333,0.560383747,0.552838428,0.526158038,192,1772,5725,3670,0,0,0,0,26.05627678,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,18,0,0,0
0.138048927,8909,0.392307692,0.291633466,0.278673835,0.285420945,0.169230769,0.1187251,0.13046595,0.11674978,3,8,0,1,1,0.330769231,0.36812749,0.331541219,0.373423291,0.530769231,0.496414343,0.52437276,0.481372837,130,1255,5580,3409,0,0,0,0,26.3761422,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,3,24,0,0,0
0.266912258,8910,0.451923077,0.290459966,0.252568777,0.238995409,0.038461538,0.117546848,0.120649652,0.106130165,3,15,1,1,3,0.451923077,0.460817717,0.382001989,0.44747502,0.413461538,0.354344123,0.440669539,0.338914394,104,1174,6034,3703,0,0,0,0,26.647108,0,2,0,0,0,2,2,0,0,0,1,4,0,0,1,18,24,0,0,2
0.421835292,8911,0.272401434,0.213060321,0.272931655,0.266848402,0.050179211,0.071389043,0.097796763,0.083144025,6,15,1,3,3,0.505376344,0.518539015,0.443570144,0.486294109,0.222222222,0.191477587,0.380395683,0.318340148,279,1807,8896,6603,0,0,0,0,27.09540405,0,3,0,0,0,2,2,0,0,2,1,5,0,1,1,22,28,0,2,18
0.560661701,8912,0.430555556,0.254083109,0.304224059,0.296650167,0.048611111,0.060367997,0.094306703,0.081616208,15,21,3,3,5,0.576388889,0.498862932,0.510376492,0.519972373,0.25,0.283440149,0.334435262,0.316334753,144,4837,10890,8687,0,0,0,0,26.83306007,2,3,0,0,0,2,2,0,2,2,4,5,1,1,1,22,34,2,17,18
0.657909095,8913,0.235724744,0.283767255,0.317817235,0.31208182,0.042459736,0.064476673,0.092822376,0.085452112,15,25,2,5,15,0.498535871,0.501485235,0.539590046,0.525712101,0.238653001,0.325878036,0.326660725,0.330625119,1366,5723,14587,10462,0,0,0,0,25.9978743,2,3,0,0,2,2,5,0,2,2,4,5,1,1,3,24,45,12,17,20
0.742480035,8914,0.253164557,0.315789474,0.307610188,0.30449852,0.091772152,0.07125769,0.101469168,0.093580764,21,28,2,14,15,0.458860759,0.498462064,0.523969295,0.504368546,0.471518987,0.377648667,0.35280362,0.364358437,316,5852,19671,13849,0,0,0,0,24.79794991,2,6,0,2,2,2,6,0,2,2,4,8,1,3,3,30,56,12,17,22
0.864381669,8915,0.303135889,0.305482042,0.313199688,0.321632455,0.024390244,0.106805293,0.105180942,0.10190696,23,32,0,14,20,0.466898955,0.463516068,0.510153606,0.488643265,0.418118467,0.445935728,0.378113339,0.407020527,287,5290,23046,16466,0,0,0,0,23.68866205,2,6,0,2,2,5,9,0,2,2,4,10,0,3,3,41,70,10,19,27
1.020686403,8916,0.407936508,0.328307393,0.327584189,0.339094196,0.098412698,0.114948119,0.116868927,0.123490838,26,32,0,18,22,0.442857143,0.453955901,0.50318024,0.480970767,0.482539683,0.449740597,0.405900027,0.440093154,630,6168,25627,16317,0,0,0,0,22.05348696,4,7,0,2,2,6,11,0,2,5,6,11,0,2,3,45,75,2,20,36
1.221714602,8917,0.445632799,0.352025371,0.331417201,0.335209743,0.155080214,0.136226034,0.136856069,0.141705007,27,34,6,18,24,0.47771836,0.442842727,0.511017761,0.485196211,0.470588235,0.469367162,0.418380131,0.447198917,561,6937,27138,18475,0,0,0,0,20.66891479,5,7,0,2,3,7,12,0,3,5,6,11,0,2,3,51,83,5,17,35
1.418545235,8918,0.410714286,0.378603945,0.320456031,0.324554817,0.200396825,0.168437026,0.149154019,0.15399056,29,33,8,13,24,0.402777778,0.500379363,0.508278266,0.489755417,0.553571429,0.450177036,0.426548544,0.44545162,504,7908,27542,18644,0,0,0,0,20.19571762,5,7,0,2,4,9,12,3,3,3,6,12,0,2,4,56,85,12,19,26
1.578170831,8919,0.381638164,0.358375915,0.309120082,0.321293712,0.195319532,0.190029002,0.162090216,0.168609424,29,34,8,10,17,0.498649865,0.522441652,0.516063159,0.5335194,0.488748875,0.441651706,0.426430369,0.419799704,1111,7241,27423,18273,0,0,0,0,20.02713547,5,9,0,1,4,7,14,3,3,4,6,15,0,1,4,45,93,14,24,36
1.73669389,8920,0.316037736,0.304758308,0.313051297,0.319437069,0.205188679,0.192346425,0.172604265,0.178770579,22,37,2,10,12,0.556603774,0.609013092,0.53010191,0.554500797,0.426886792,0.363293051,0.425023551,0.408058948,424,7944,23354,15064,0,0,0,0,19.41132431,5,9,0,1,2,8,15,2,3,4,6,13,0,1,2,46,92,12,24,36
1.966487752,8921,0.294117647,0.279771076,0.309764142,0.300970069,0.227180527,0.185780321,0.182490506,0.183069397,18,41,0,4,10,0.69168357,0.658815761,0.545572656,0.579471022,0.286004057,0.313229144,0.41615031,0.385788906,493,4543,20012,12061,0,0,0,0,20.55000458,5,8,0,1,1,9,16,0,2,4,7,15,0,1,1,57,91,4,17,34
2.23166077,8922,0.259668508,0.254210855,0.300175153,0.281616002,0.099447514,0.177479726,0.186386423,0.183971575,18,35,0,2,5,0.61878453,0.685901435,0.562903908,0.596920647,0.320441989,0.282283219,0.401703207,0.367679958,181,3206,16557,7599,0,0,0,0,27.76323494,5,8,0,1,3,8,16,0,0,5,7,16,0,1,4,52,111,4,8,33
2.406794764,8923,0.210084034,0.352242744,0.295950156,0.298491212,0.18487395,0.129287599,0.185557952,0.173588427,12,33,0,0,8,0.302521008,0.505277045,0.561466571,0.578783637,0.638655462,0.432717678,0.402268552,0.383263338,119,758,12519,6429,0,0,0,0,31.34583725,3,6,0,2,3,9,17,0,0,2,6,14,0,3,4,50,120,1,11,26
2.42579553,8924,0.56,0.384866275,0.313471074,0.346176882,0,0.151337247,0.182644628,0.180674785,10,38,0,6,8,0.44,0.439660796,0.541818182,0.46596127,0.56,0.497064579,0.419752066,0.488321022,25,1533,12100,5009,0,0,0.000330579,0,31.15949913,3,6,2,2,2,5,17,0,2,2,6,16,2,3,5,49,125,5,15,25
2.308371779,8925,0.408938547,0.359627106,0.333414417,0.33493455,0.14972067,0.183936895,0.185275278,0.193467035,10,27,5,8,8,0.445810056,0.460380065,0.497364794,0.486129458,0.493854749,0.491574041,0.463147653,0.472919419,895,2789,12333,8327,0,0,0.000324333,0,30.95407189,2,3,2,2,2,5,13,0,2,2,5,13,2,5,5,47,127,10,15,30
2.127737537,8926,0.330848089,0.325617284,0.329497828,0.318399348,0.202236719,0.192515432,0.187380934,0.194583036,16,23,7,8,10,0.476234856,0.494984568,0.484645279,0.487934019,0.493010252,0.468557099,0.475043816,0.472253335,1073,5184,13123,9821,0,0,0.000304808,0,30.84282875,2,6,2,2,2,5,9,0,2,5,5,14,4,5,5,54,123,13,25,33
1.924325542,8927,0.286255411,0.284812548,0.325096899,0.309948402,0.211580087,0.204093344,0.190337763,0.195799765,18,21,7,9,10,0.547077922,0.525439939,0.481173865,0.488911017,0.435064935,0.441851568,0.480481728,0.472164389,1848,5228,14448,11047,0,0,0.000276855,0,29.20966942,2,7,0,2,2,5,10,0,1,3,8,18,2,4,5,58,139,13,27,42
1.765062468,8928,0.163082437,0.266158913,0.324892215,0.308944855,0.215053763,0.198847262,0.19287378,0.201186858,18,30,4,9,17,0.636200717,0.54302182,0.482531344,0.509552757,0.32437276,0.426307122,0.48272957,0.458821827,558,4858,20179,13818,0,0,0.000198226,0,27.06289268,5,9,0,0,2,5,10,1,1,1,11,24,2,2,4,68,142,14,28,46
1.676024587,8929,0.276,0.267433501,0.312890108,0.296254513,0.216,0.199616583,0.186589748,0.186823105,18,33,2,4,16,0.608,0.538461538,0.475695101,0.497066787,0.376,0.429666906,0.490684698,0.472548135,250,4173,21148,13296,0,0,0.000189143,0,26.09987953,5,11,0,0,3,4,9,1,1,1,10,30,0,2,6,81,154,15,23,44
1.701194864,8930,0.351089588,0.279676494,0.271947033,0.230196344,0.220338983,0.170101748,0.15223966,0.13168585,22,37,0,2,11,0.481840194,0.473780329,0.492806932,0.503182126,0.501210654,0.495434386,0.461582475,0.443331077,413,3833,24468,14770,0,0,0,0,25.00341202,5,13,0,1,3,3,16,1,1,1,15,36,0,1,6,88,176,7,21,51
1.927038483,8931,0.323353293,0.173131123,0.192439674,0.150337712,0.065868263,0.081868206,0.118538447,0.092295703,20,48,0,0,14,0.389221557,0.516440746,0.579213221,0.607808209,0.54491018,0.404643672,0.379800697,0.347918058,167,7451,36427,26946,0,0,0,0,23.51625771,8,15,0,3,5,4,22,0,1,2,21,40,0,3,8,98,230,5,21,59
2.298596725,8932,0.039548023,0.069304542,0.189975062,0.150554571,0.013317191,0.035828458,0.118354115,0.092964494,22,63,0,5,10,0.606941082,0.684058146,0.593965087,0.618592899,0.216303471,0.259665842,0.366608479,0.339633786,2478,16579,40100,30474,0,0,0,0,21.88244377,10,17,0,5,7,10,21,0,1,3,24,50,0,7,14,103,235,1,23,61
2.658960682,8933,0.015263417,0.082128047,0.200382741,0.154435384,0.02314131,0.049661171,0.124235074,0.093495182,23,59,3,7,15,0.750123092,0.694396683,0.596252698,0.619162342,0.18291482,0.254526145,0.365094906,0.337811959,4062,19774,44939,32376,0,0,8.90E-05,0.000123548,20.67391121,9,17,2,7,7,13,21,0,1,6,25,52,4,11,16,121,236,7,26,60
2.895968352,8934,0.125308642,0.122119816,0.192487844,0.166478714,0.091975309,0.078180259,0.124592943,0.10913448,25,56,5,13,16,0.717901235,0.712035152,0.603336753,0.625204398,0.250617284,0.254152824,0.36006156,0.336312377,1620,18662,44834,35470,0,0.000214339,8.92E-05,0.000112771,19.75734009,12,17,4,6,9,13,21,0,3,9,28,50,6,14,19,133,225,12,29,85
2.951077573,8935,0.328096677,0.258296609,0.218374841,0.210868674,0.183685801,0.172677399,0.141226385,0.141979103,27,56,5,13,20,0.625981873,0.633330335,0.611556097,0.636985249,0.348036254,0.342836586,0.352790092,0.333410162,1655,11119,52561,39048,0,0.000359745,7.61E-05,0.000102438,19.83027206,14,16,4,4,9,12,21,0,4,12,32,48,7,13,20,129,209,12,49,82
2.747180848,8936,0.320165094,0.322535863,0.235663188,0.293464052,0.243514151,0.210947313,0.160959306,0.194255246,27,49,2,18,20,0.643278302,0.621074899,0.612055823,0.592225662,0.350235849,0.349441396,0.358605997,0.379876161,1696,15127,51162,29070,0,0.000264428,7.82E-05,0.000137599,20.73058449,13,16,1,5,7,12,21,1,5,12,30,45,5,14,19,119,198,31,53,75
2.367919541,8937,0.287090559,0.328453256,0.297649852,0.322024152,0.215799615,0.226890756,0.193640462,0.204945371,27,50,0,15,18,0.601156069,0.60779937,0.568463734,0.57128618,0.356454721,0.363182773,0.401579214,0.400843397,519,15232,37487,26085,0,0,0.000106704,0.000153345,21.42017426,11,16,0,3,7,12,21,2,4,10,28,45,4,10,18,105,202,29,49,61
1.947896591,8938,0.343337335,0.340296948,0.316988062,0.331898971,0.243697479,0.217339402,0.202265075,0.212675398,23,54,1,6,15,0.530612245,0.581810043,0.547076829,0.558278765,0.421368547,0.384689995,0.422191613,0.414125351,833,13403,32670,21380,0,0,0.000122436,0,22.23861084,11,18,0,1,4,12,21,2,4,6,27,56,2,7,11,90,200,28,40,54
1.678470152,8939,0.403465347,0.352158923,0.327486202,0.349398845,0.193069307,0.218519127,0.202411502,0.204653099,20,55,0,4,7,0.565594059,0.505664095,0.532815411,0.538645709,0.417079208,0.462813988,0.435300735,0.426117733,808,6091,28447,19213,0,0,0,0,23.93223343,7,19,0,1,1,11,23,0,3,5,20,58,1,3,7,76,190,5,38,47
1.669428641,8940,0.338541667,0.363339552,0.322735473,0.323547666,0.265625,0.170242537,0.186268169,0.173907646,18,48,0,1,9,0.322916667,0.440531716,0.558974708,0.541087388,0.677083333,0.529850746,0.407189298,0.427879841,192,4288,29377,16112,0,0,0,0,25.07711525,5,20,0,0,2,6,19,0,1,5,26,60,0,2,8,73,182,3,11,58
